name,price,url
Chivite Las Fincas Rosado 2022,"12,85 €",https://www.vinissimus.com/es/vino/chivite-las-fincas-rosado/
Ramón Bilbao Crianza 2019,"9,95 €",https://www.vinissimus.com/es/vino/ramon-bilbao-crianza/
Campillo Gran Reserva 2014,"27,90 €",https://www.vinissimus.com/es/vino/campillo-gran-reserva/
Juan Gil Etiqueta Amarilla 2021,"6,95 €",https://www.vinissimus.com/es/vino/juan-gil-etiqueta-amarilla/
Dehesa la Granja 2019,"9,50 €",https://www.vinissimus.com/es/vino/dehesa-la-granja/
Alaya Tierra 2021,"25,95 €",https://www.vinissimus.com/es/vino/alaya-tierra/
Gramona Imperial 2017,"23,20 €",https://www.vinissimus.com/es/cava/gramona-imperial-gran-reserva/
Belondrade Quinta Apolonia 2022,"18,80 €",https://www.vinissimus.com/es/vino/belondrade-quinta-apolonia/
Familia Oliveda Brut Nature Reserva,"7,80 €",https://www.vinissimus.com/es/cava/familia-oliveda-brut-nature-reserva/
Finca Martelo Reserva 2016,"25,80 €",https://www.vinissimus.com/es/vino/martelo-reserva/
Lalama 2020,"19,95 €",https://www.vinissimus.com/es/vino/lalama/
K-Naia 2022,"7,20 €",https://www.vinissimus.com/es/vino/k-naia/
Lindes de Remelluri Viñedos de San Vicente 2019,"16,50 €",https://www.vinissimus.com/es/vino/lindes-de-remelluri-vinedos-de-san-vicente/
El Perro Verde 2022,"11,95 €",https://www.vinissimus.com/es/vino/el-perro-verde/
Viña Barredero 2022,"6,90 €",https://www.vinissimus.com/es/vino/vina-barredero/
Viñas del Vero Gewürztraminer 2022,"11,50 €",https://www.vinissimus.com/es/vino/vinas-del-vero-gewurztraminer/
Rigol Brut Nature,"4,50 €",https://www.vinissimus.com/es/cava/rigol-brut-nature/
Casar de Burbia Godello 2022,"12,50 €",https://www.vinissimus.com/es/vino/casar-godello-blanco/
Llopart Reserva Brut Nature 2018,"14,75 €",https://www.vinissimus.com/es/cava/llopart-reserva-brut-nature/
Eduardo Bravo 2022,"9,95 €",https://www.vinissimus.com/es/vino/eduardo-bravo/
Tomás Postigo 3er Año 2019,"33,95 €",https://www.vinissimus.com/es/vino/tomas-postigo-tinto-crianza/
Pruno 2020,"12,50 €",https://www.vinissimus.com/es/vino/pruno/
Luna Beberide Godello 2022,"7,80 €",https://www.vinissimus.com/es/vino/luna-beberide-godello/
Remelluri Reserva 2015,"26,60 €",https://www.vinissimus.com/es/vino/remelluri-reserva/
Mar & Cel Lácrima Baccus Blanc de Blancs 2022,"6,30 €",https://www.vinissimus.com/es/vino/mar-cel-lacrima-baccus-blanc-de-blancs/
Les Brugueres Blanc 2022,"19,55 €",https://www.vinissimus.com/es/vino/les-brugueres-blanc/
Marieta 2022,"10,90 €",https://www.vinissimus.com/es/vino/marieta/
Naia 2022,"9,95 €",https://www.vinissimus.com/es/vino/naia/
Casal de Armán Blanco 2021,"13,50 €",https://www.vinissimus.com/es/vino/casal-de-arman-blanco/
Recaredo Terrers Brut Nature 2019,"27,50 €",https://www.vinissimus.com/es/cava/recaredo-gran-reserva-brut-nature/
Hacienda Monasterio 2020,"40,50 €",https://www.vinissimus.com/es/vino/hacienda-monasterio/
Pago de los Capellanes Reserva 2019,"38,20 €",https://www.vinissimus.com/es/vino/pago-de-los-capellanes-reserva/
Enate Rosado 2022,"8,65 €",https://www.vinissimus.com/es/vino/enate-rosado/
4 Kilos 2021,"35,95 €",https://www.vinissimus.com/es/vino/4-kilos/
Almirez 2021,"21,50 €",https://www.vinissimus.com/es/vino/almirez/
Rafael Cambra Uno 2020,"14,65 €",https://www.vinissimus.com/es/vino/rafael-cambra-uno/
Valtravieso Crianza 2020,"16,50 €",https://www.vinissimus.com/es/vino/valtravieso-crianza/
Matarromera Crianza 2019,"23,80 €",https://www.vinissimus.com/es/vino/matarromera-crianza/
Románico 2021,"10,60 €",https://www.vinissimus.com/es/vino/romanico/
Pulpo Albariño 2021,"12,50 €",https://www.vinissimus.com/es/vino/pulpo-albarino/
Casa Castillo La Tendida 2021,"13,90 €",https://www.vinissimus.com/es/vino/casa-castillo-la-tendida/
Mas d'en Compte Blanc 2018,"15,40 €",https://www.vinissimus.com/es/vino/mas-d-en-compte-blanc/
Can Descregut Brut Nature Reserva 2019,"10,90 €",https://www.vinissimus.com/es/cava/can-descregut-brut-nature-reserva/
Malleolus 2020,"34,90 €",https://www.vinissimus.com/es/vino/malleolus/
Dido La Universal 2021,"15,95 €",https://www.vinissimus.com/es/vino/dido-la-universal/
Juvé & Camps Brut Rosé,"14,90 €",https://www.vinissimus.com/es/cava/juve-camps-brut-rose/
Mas Collet 2020,"9,20 €",https://www.vinissimus.com/es/vino/mas-collet/
Albariño Paco & Lola 2022,"13,95 €",https://www.vinissimus.com/es/vino/albarino-paco-lola/
Valtravieso Nogara Verdejo 2021,"8,65 €",https://www.vinissimus.com/es/vino/dominio-de-nogara-verdejo/
Pazo Barrantes 2020,"40,90 €",https://www.vinissimus.com/es/vino/pazo-barrantes/
Marmellans Negre,"4,20 €",https://www.vinissimus.com/es/vino/marmellans-negre/
Viña Cubillo 2015,"15,50 €",https://www.vinissimus.com/es/vino/vina-cubillo/
Vizcarra Senda del Oro 2021,"9,60 €",https://www.vinissimus.com/es/vino/vizcarra-senda-del-oro-roble/
4 Monos GR10 2021,"12,95 €",https://www.vinissimus.com/es/vino/4-monos-tinto/
Mauro 2021,"35,50 €",https://www.vinissimus.com/es/vino/mauro/
Cava Rimarts Martinez Brut Nature Rosé,"13,95 €",https://www.vinissimus.com/es/cava/cava-rimarts-martinez-brut-nature-rose/
Prima 2020,"11,95 €",https://www.vinissimus.com/es/vino/prima/
Parada de Atauta 2019,"20,95 €",https://www.vinissimus.com/es/vino/parada-de-atauta/
Martinet Bru 2021,"23,95 €",https://www.vinissimus.com/es/vino/martinet-bru/
Bocchoris Brut Nature,"5,95 €",https://www.vinissimus.com/es/cava/bocchoris-brut-nature/
"MR Moscatel 2021 (0,5 L)","16,95 €",https://www.vinissimus.com/es/vino/mr-moscatel/
Viña Zorzal Garnacha 2021,"6,75 €",https://www.vinissimus.com/es/vino/vina-zorzal-garnacha/
Cutio Macabeo 2021,"8,95 €",https://www.vinissimus.com/es/vino/cutio-macabeo/
Ribas Blanc 2022,"15,95 €",https://www.vinissimus.com/es/vino/ribas-blanc/
Do Ferreiro 2021,"16,95 €",https://www.vinissimus.com/es/vino/do-ferreiro/
La Rioja Alta Gran Reserva 904 2015,"73,50 €",https://www.vinissimus.com/es/vino/la-rioja-alta-gran-reserva-904/
Flor de Muga Rosado 2022,"19,90 €",https://www.vinissimus.com/es/vino/flor-de-muga/
Sindicat La Figuera 2021,"10,50 €",https://www.vinissimus.com/es/vino/sindicat-la-figuera/
Juvé & Camps Reserva de la Familia 2018,"18,95 €",https://www.vinissimus.com/es/cava/juve-camps-reserva-de-la-familia/
Añares Terranova Rueda Verdejo 2022,"6,50 €",https://www.vinissimus.com/es/vino/anares-terranova-rueda-verdejo/
Izadi Crianza 2019,"10,95 €",https://www.vinissimus.com/es/vino/izadi-crianza/
Las Moradas de San Martín Albillo Real 2021,"13,25 €",https://www.vinissimus.com/es/vino/las-moradas-de-san-martin-albillo-real/
El Linze 2021,"19,55 €",https://www.vinissimus.com/es/vino/el-linze/
Parxet Brut,"11,95 €",https://www.vinissimus.com/es/cava/parxet-brut/
Adernats Reserva Brut Nature,"8,40 €",https://www.vinissimus.com/es/cava/adernats-brut-nature-reserva/
Artazuri Rosado 2022,"8,55 €",https://www.vinissimus.com/es/vino/artazuri-rosado/
Pazo Baión 2022,"18,50 €",https://www.vinissimus.com/es/vino/pazo-baion/
Torelló Brut Nature Tradicional 2016,"16,95 €",https://www.vinissimus.com/es/cava/torello-brut-nature-gran-reserva/
La Val 2022,"13,75 €",https://www.vinissimus.com/es/vino/la-val/
Vizcarra 2019,"15,00 €",https://www.vinissimus.com/es/vino/vizcarra/
Dominio del Bendito El Primer Paso 2021,"14,50 €",https://www.vinissimus.com/es/vino/dominio-del-bendito-el-primer-paso/
Palacio de Bornos Verdejo 2022,"6,10 €",https://www.vinissimus.com/es/vino/palacio-de-bornos-verdejo/
Valparaíso Roble 2021,"7,30 €",https://www.vinissimus.com/es/vino/valparaiso-roble/
Viña Bosconia Reserva 2012,"24,90 €",https://www.vinissimus.com/es/vino/vina-bosconia-reserva/
Barón de Ley Reserva 2018,"10,50 €",https://www.vinissimus.com/es/vino/baron-de-ley-reserva/
Huguet Reserva Brut Clàssic 2016,"14,90 €",https://www.vinissimus.com/es/cava/huguet-gran-reserva-brut-classic/
Sió 2020,"23,35 €",https://www.vinissimus.com/es/vino/sio/
El Andén de la Estación 2019,"10,90 €",https://www.vinissimus.com/es/vino/el-anden-de-la-estacion/
Leopardi Gran Reserva Vintage 2016,"25,60 €",https://www.vinissimus.com/es/cava/leopardi-gran-reserva-vintage/
Viña Sastre Roble 2021,"10,90 €",https://www.vinissimus.com/es/vino/vina-sastre-roble/
Luberri Maceración Carbónica 2022,"7,50 €",https://www.vinissimus.com/es/vino/luberri-maceracion-carbonica/
Gramona III Lustros 2014,"34,90 €",https://www.vinissimus.com/es/cava/gramona-iii-lustros-gran-reserva/
3404 Tinto Joven 2022,"5,25 €",https://www.vinissimus.com/es/vino/tinto-joven/
Hacienda López de Haro Crianza 2019,"7,70 €",https://www.vinissimus.com/es/vino/hacienda-lopez-de-haro-crianza/
San Vicente 2019,"43,90 €",https://www.vinissimus.com/es/vino/san-vicente/
Ariabal Verdejo 2022,"5,55 €",https://www.vinissimus.com/es/vino/ariabal-verdejo/
José Pariente Verdejo Fermentado en Barrica 2021,"18,40 €",https://www.vinissimus.com/es/vino/jose-pariente-verdejo-fermentado-en-barrica/
Mestres Coquet Gran Reserva Brut Nature 2018,"17,25 €",https://www.vinissimus.com/es/cava/mestres-coquet-gran-rva-b-nature/
Suertes del Marqués Medianías 2019,"16,90 €",https://www.vinissimus.com/es/vino/suertes-del-marques-medianias/
El Vínculo Crianza 2019,"10,30 €",https://www.vinissimus.com/es/vino/el-vinculo-crianza/
Albariño de Fefiñanes 2022,"19,55 €",https://www.vinissimus.com/es/vino/albarino-de-fefinanes/
Ultreia Mencía 2020,"15,95 €",https://www.vinissimus.com/es/vino/ultreia-mencia/
La Planta 2021,"9,30 €",https://www.vinissimus.com/es/vino/la-planta/
Cora de Loxarel 2022,"8,80 €",https://www.vinissimus.com/es/vino/cora-de-loxarel/
Privat Reserva Brut Nature 2020,"11,50 €",https://www.vinissimus.com/es/cava/privat-reserva-brut-nature/
Cims de Porrera Vi de Vila 2018,"16,95 €",https://www.vinissimus.com/es/vino/cims-de-porrera-vi-de-vila/
Godeval Cepas Vellas 2021,"24,50 €",https://www.vinissimus.com/es/vino/godeval-cepas-vellas/
Trus Roble 2022,"9,95 €",https://www.vinissimus.com/es/vino/trus-roble/
Sela 2020,"17,90 €",https://www.vinissimus.com/es/vino/sela/
Dominio del Águila Reserva 2019,"67,80 €",https://www.vinissimus.com/es/vino/dominio-del-aguila-reserva/
Boada Crianza 2016,"11,70 €",https://www.vinissimus.com/es/vino/boada-crianza/
Marqués de Riscal Sauvignon 2022,"11,95 €",https://www.vinissimus.com/es/vino/marques-de-riscal-sauvignon/
Raventós i Blanc de Nit 2021,"19,15 €",https://www.vinissimus.com/es/cava/raventos-i-blanc-de-nit/
Alta Alella Mirgin Laietà 2018,"19,95 €",https://www.vinissimus.com/es/cava/aa-mirgin-laieta-gran-reserva/
Elías Mora Crianza 2019,"15,00 €",https://www.vinissimus.com/es/vino/elias-mora-crianza/
Dominio de Atauta 2019,"28,85 €",https://www.vinissimus.com/es/vino/dominio-de-atauta/
Envidia Cochina 2021,"24,95 €",https://www.vinissimus.com/es/vino/envidia-cochina/
Protos Roble 2021,"9,50 €",https://www.vinissimus.com/es/vino/protos-roble/
Queiron Mi Lugar 2018,"23,40 €",https://www.vinissimus.com/es/vino/queiron-mi-lugar/
Peique Godello sobre Lías 2022,"8,95 €",https://www.vinissimus.com/es/vino/peique-godello-sobre-lias/
Ossian 2020,"32,50 €",https://www.vinissimus.com/es/vino/ossian/
Sembro 2021,"8,45 €",https://www.vinissimus.com/es/vino/sembro/
Sexto Elemento 2021,"20,95 €",https://www.vinissimus.com/es/vino/sexto-elemento/
Perelada Stars Brut Nature 2020,"8,80 €",https://www.vinissimus.com/es/cava/stars-brut-nature/
Circe Verdejo 2022,"9,95 €",https://www.vinissimus.com/es/vino/circe-verdejo/
Bosque de Matasnos Edición Limitada 2018,"39,95 €",https://www.vinissimus.com/es/vino/bosque-de-matasnos-edicion-limitada/
Quinta de Couselo 2022,"15,20 €",https://www.vinissimus.com/es/vino/quinta-de-couselo/
La Atalaya del Camino 2021,"13,50 €",https://www.vinissimus.com/es/vino/la-atalaya-del-camino/
Viñas del Vero Merlot Tempranillo 2022,"4,50 €",https://www.vinissimus.com/es/vino/vinas-del-vero-merlot-tempranillo/
Campo Viejo Crianza 2019,"5,75 €",https://www.vinissimus.com/es/vino/campo-viejo-crianza/
Rafael Cambra Soplo 2021,"5,95 €",https://www.vinissimus.com/es/vino/rafael-cambra-el-soplo/
Descomunal Verdejo 2022,"4,20 €",https://www.vinissimus.com/es/vino/descomunal-verdejo/
Ribas Rosat 2022,"15,95 €",https://www.vinissimus.com/es/vino/ribas-rosat/
Pago de Valdoneje Mencía 2022,"7,95 €",https://www.vinissimus.com/es/vino/pago-de-valdoneje-mencia/
Alto Moncayo Veraton 2020,"23,90 €",https://www.vinissimus.com/es/vino/alto-moncayo-veraton/
Sadurni Oliver Brut Nature 2018,"8,95 €",https://www.vinissimus.com/es/cava/sadurni-oliver-brut-nature/
Stars Touch of Rosé Brut 2020,"8,95 €",https://www.vinissimus.com/es/cava/stars-touch-of-rose-brut/
Ramón Bilbao Rosado 2022,"7,90 €",https://www.vinissimus.com/es/vino/ramon-bilbao-rosado/
Barahonda Organic Barrica 2020,"8,60 €",https://www.vinissimus.com/es/vino/barahonda-organic-barrica/
Clarete de Luna Rosado 2022,"6,20 €",https://www.vinissimus.com/es/vino/clarete-de-luna-rosado/
Alto Siós 2020,"16,95 €",https://www.vinissimus.com/es/vino/alto-sios/
Fariña Lágrima 2021,"8,40 €",https://www.vinissimus.com/es/vino/gran-colegiata-lagrima/
Señorío de Cuzcurrita 2019,"24,90 €",https://www.vinissimus.com/es/vino/senorio-de-cuzcurrita/
Alta Alella Mirgin Gran Reserva 2018,"12,95 €",https://www.vinissimus.com/es/cava/aa-mirgin-reserva-brut-nature/
Izadi Larrosa Negra 2020,"8,95 €",https://www.vinissimus.com/es/vino/izadi-larrosa-negra/
PradoRey Blanco 2021,"8,95 €",https://www.vinissimus.com/es/vino/pradorey-blanco/
Godeval Godello 2022,"15,80 €",https://www.vinissimus.com/es/vino/godeval-godello/
Baluarte Verdejo 2022,"6,90 €",https://www.vinissimus.com/es/vino/baluarte-verdejo/
Ramón Bilbao Reserva 2016,"14,90 €",https://www.vinissimus.com/es/vino/ramon-bilbao-reserva/
El Molar 2021,"18,45 €",https://www.vinissimus.com/es/vino/el-molar/
Castro Candaz Finca El Curvado 2019,"17,50 €",https://www.vinissimus.com/es/vino/castro-candaz-finca-el-curvado/
Gorka Izagirre Txacoli Blanco 2022,"9,95 €",https://www.vinissimus.com/es/vino/gorka-izagirre-txacoli-blanco/
Estrecho Monastrell 2019,"22,55 €",https://www.vinissimus.com/es/vino/estrecho-monastrell/
Segura Viudas Brut Reserva,"7,80 €",https://www.vinissimus.com/es/cava/segura-viudas-brut-reserva/
Vivanco Blanco 2022,"6,95 €",https://www.vinissimus.com/es/vino/vivanco-blanco/
Tomas Postigo Verdejo F.B. 2019,"22,95 €",https://www.vinissimus.com/es/vino/tomas-postigo-verdejo-f-b/
Habla La Tierra 2021,"7,95 €",https://www.vinissimus.com/es/vino/habla-la-tierra/
Antídoto 2021,"16,95 €",https://www.vinissimus.com/es/vino/antidoto/
Fraga do Corvo Blanco 2022,"12,90 €",https://www.vinissimus.com/es/vino/fraga-do-corvo-blanco/
Luis Cañas Tinto Joven 2021,"7,25 €",https://www.vinissimus.com/es/vino/luis-canas-tinto-joven/
Quintaluna 2020,"14,90 €",https://www.vinissimus.com/es/vino/quintaluna/
Les Brugueres Negre 2021,"20,80 €",https://www.vinissimus.com/es/vino/les-brugueres/
Cune Imperial Reserva 2018,"29,20 €",https://www.vinissimus.com/es/vino/cune-imperial-reserva/
Prado Enea Gran Reserva 2015,"67,95 €",https://www.vinissimus.com/es/vino/prado-enea-gran-reserva/
Perelada 5 Fincas Reserva 2018,"12,80 €",https://www.vinissimus.com/es/vino/perelada-5-fincas-reserva/
Emilio Moro Vendimia Seleccionada 2020,"24,90 €",https://www.vinissimus.com/es/vino/emilio-moro-vendimia-seleccionada/
La Celestina Vendimia Seleccionada 2018,"14,50 €",https://www.vinissimus.com/es/vino/la-celestina-vendimia-seleccionada/
Casa Agrícola Tinto 2021,"11,80 €",https://www.vinissimus.com/es/vino/casa-agricola-tinto/
Naranjas Azules 2022,"9,50 €",https://www.vinissimus.com/es/vino/naranjas-axules/
Perelada Blue Festival Brut Reserva,"6,95 €",https://www.vinissimus.com/es/cava/perelada-blue-festival-brut-reserva/
Laus Reserva 2018,"8,70 €",https://www.vinissimus.com/es/vino/laus-reserva/
Gotim Bru 2020,"9,60 €",https://www.vinissimus.com/es/vino/gotim-bru/
Adhuc Tempus Roble 2021,"7,95 €",https://www.vinissimus.com/es/vino/adhuc-tempus-roble/
Carles Andreu Gran Reserva Brut Nature 2019,"12,25 €",https://www.vinissimus.com/es/cava/carles-andreu-reserva-brut-nature/
Palacio de Bornos La Caprichosa 2021,"9,20 €",https://www.vinissimus.com/es/vino/palacio-de-bornos-la-caprichosa/
Ribas de Cabrera 2021,"72,50 €",https://www.vinissimus.com/es/vino/ribas-de-cabrera/
Oliver Conti Indispensable Blanc 2022,"6,40 €",https://www.vinissimus.com/es/vino/oliver-conti-indispensable-blanc/
San Román 2020,"32,10 €",https://www.vinissimus.com/es/vino/san-roman/
AC La Rodetta 2022,"6,50 €",https://www.vinissimus.com/es/vino/ac-la-rodetta/
Pasión de Bobal 2021,"9,10 €",https://www.vinissimus.com/es/vino/pasion-bobal/
Llopart Integral Brut Nature 2021,"16,25 €",https://www.vinissimus.com/es/cava/llopart-integral-brut-nature/
Laus Crianza 2019,"6,50 €",https://www.vinissimus.com/es/vino/laus-crianza/
Protos Crianza 2019,"17,50 €",https://www.vinissimus.com/es/vino/protos-crianza/
Leirana Albariño 2022,"15,90 €",https://www.vinissimus.com/es/vino/leirana-albarino/
Arzuaga Reserva 2019,"41,90 €",https://www.vinissimus.com/es/vino/arzuaga-reserva/
Troupe 2022,"9,95 €",https://www.vinissimus.com/es/vino/troupe/
Artadi Viñas de Gain 2020,"26,95 €",https://www.vinissimus.com/es/vino/vinas-de-gain/
Tesalia Arx 2019,"19,95 €",https://www.vinissimus.com/es/vino/tesalia-arx/
Tajinaste Blanco Afrutado 2022,"14,50 €",https://www.vinissimus.com/es/vino/tajinaste-blanco-afrutado/
Picarana 2020,"14,75 €",https://www.vinissimus.com/es/vino/picarana/
Artadi Izar-Leku 2018,"27,95 €",https://www.vinissimus.com/es/cava/izar-leku-brut-vintage/
Viña Sastre Crianza 2019,"21,95 €",https://www.vinissimus.com/es/vino/vina-sastre-crianza/
Bermejo Diego Seco 2021,"21,90 €",https://www.vinissimus.com/es/vino/bermejo-diego-seco-ecologico/
Gago 2018,"18,50 €",https://www.vinissimus.com/es/vino/gago/
Bassus Pinot Noir 2021,"26,95 €",https://www.vinissimus.com/es/vino/bassus-pinot-noir/
Gramona Argent 2018,"35,70 €",https://www.vinissimus.com/es/cava/gramona-argent-gran-reserva/
Dominio del Bendito Las Sabias 2020,"25,25 €",https://www.vinissimus.com/es/vino/dominio-del-bendito-las-sabias/
Sericis Bobal 2019,"10,50 €",https://www.vinissimus.com/es/vino/sericis-bobal/
Pago Florentino 2019,"12,90 €",https://www.vinissimus.com/es/vino/pago-florentino/
Fagus de Coto de Hayas Selección Especial 2020,"20,95 €",https://www.vinissimus.com/es/vino/fagus-de-coto-de-hayas-seleccion-especial/
Cal Pla Negre 2021,"10,95 €",https://www.vinissimus.com/es/vino/cal-pla-negre/
Sin Palabras 2022,"13,90 €",https://www.vinissimus.com/es/vino/sin-palabras/
Beronia Crianza Edición Limitada 2019,"9,50 €",https://www.vinissimus.com/es/vino/beronia-crianza-edicion-limitada/
Mía Freixenet Blanco 2021,"4,95 €",https://www.vinissimus.com/es/vino/mia-freixenet-blanco/
Larchago Reserva 2016,"16,50 €",https://www.vinissimus.com/es/vino/larchago-reserva/
Casa Ravella La Casa Llarga 2022,"7,60 €",https://www.vinissimus.com/es/vino/casa-ravella-blanco-joven/
XIII Lunas 2018,"7,80 €",https://www.vinissimus.com/es/vino/xiii-lunas/
Zárate Albariño 2022,"17,40 €",https://www.vinissimus.com/es/vino/zarate-albarino/
Jesús Yllera 2016,"22,75 €",https://www.vinissimus.com/es/vino/jesus-yllera/
Otazu Premium Cuvée 2019,"11,75 €",https://www.vinissimus.com/es/vino/otazu-premium-cuvee/
Terroir al Límit Pedra de Guix 2021,"68,85 €",https://www.vinissimus.com/es/vino/terroir-al-limit-pedra-de-guix/
Enate Chardonnay Fermentado en Barrica 2021,"18,25 €",https://www.vinissimus.com/es/vino/enate-chardonnay-fermentado-en-barrica/
Quinta Milú La Cometa 2020,"17,80 €",https://www.vinissimus.com/es/vino/quinta-milu-la-cometa/
Tarima Hill 2021,"11,40 €",https://www.vinissimus.com/es/vino/tarima-hill/
Rafael Cambra Dos 2021,"9,95 €",https://www.vinissimus.com/es/vino/rafael-cambra-dos/
Emilio Moro La Revelía 2019,"24,90 €",https://www.vinissimus.com/es/vino/emilio-moro-la-revelia/
Libalis Muscat 2022,"8,45 €",https://www.vinissimus.com/es/vino/libalis-muscat/
Tres Olmos Verdejo Classic 2022,"7,50 €",https://www.vinissimus.com/es/vino/tres-olmos-verdejo-classic/
Tinto Pesquera Reserva 2019,"37,50 €",https://www.vinissimus.com/es/vino/tinto-pesquera-reserva/
Abadía Retuerta Petit Verdot 2015,"120,00 €",https://www.vinissimus.com/es/vino/abadia-retuerta-petit-verdot/
Aciano 2019,"18,50 €",https://www.vinissimus.com/es/vino/alvar-de-dios-aciano/
Barón de Ley 3 Viñas Blanco Reserva 2019,"13,90 €",https://www.vinissimus.com/es/vino/baron-de-ley-3-vinas-blanco-reserva/
Coto de Hayas Garnacha Centenaria 2020,"11,95 €",https://www.vinissimus.com/es/vino/coto-de-hayas-garnacha-centenaria/
Cava Gran Bach Brut,"7,95 €",https://www.vinissimus.com/es/cava/cava-gran-bach-brut/
Finca Luna Beberide 2021,"8,95 €",https://www.vinissimus.com/es/vino/luna-beberide-finca-la-cuesta/
